community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_fe3pyovd_kt_e	1.0	0.11	1	0.11	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_gal_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_glyald_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_glyc3p_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_glyc_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_h2o_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_h2s_e	1.0	0.57	1	0.57	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_nh4_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Bacillus_humi_DSM_16318_	M_rib__D_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Helicobacter_winghamensis_ATCC_BAA_430_	M_etoh_e	0.1428571428571428	0.03	1	0.0042857142857142	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Helicobacter_winghamensis_ATCC_BAA_430_	M_fe2_e	0.1428571428571428	0.48	1	0.0685714285714285	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Helicobacter_winghamensis_ATCC_BAA_430_	M_fe3pyovd_kt_e	0.1428571428571428	0.11	1	0.0157142857142857	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Helicobacter_winghamensis_ATCC_BAA_430_	M_h2o_e	0.1428571428571428	0.02	1	0.0028571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Helicobacter_winghamensis_ATCC_BAA_430_	M_h2s_e	0.1428571428571428	0.57	1	0.0814285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Helicobacter_winghamensis_ATCC_BAA_430_	M_nh4_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Helicobacter_winghamensis_ATCC_BAA_430_	M_o2_e	0.1428571428571428	0.04	1	0.0057142857142857	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_bz_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_etha_e	1.0	0.26	1	0.26	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_etoh_e	1.0	0.03	1	0.03	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe2_e	1.0	0.48	1	0.48	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe3pyovd_kt_e	1.0	0.11	1	0.11	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glcur_e	1.0	0.89	1	0.89	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glyald_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glyc3p_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glyc_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h2o_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h2s_e	1.0	0.57	1	0.57	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_indole_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_istfrnA_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_met__D_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_nh4_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_rib__D_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_anhgm_e	0.1428571428571428	1.0	1	0.1428571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_arg__L_e	0.1428571428571428	1.0	1	0.1428571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_cys__L_e	0.1428571428571428	0.06	1	0.0085714285714285	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_etha_e	0.1428571428571428	0.26	1	0.0371428571428571	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_etoh_e	0.1428571428571428	0.03	1	0.0042857142857142	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_fe3pyovd_kt_e	0.1428571428571428	0.11	1	0.0157142857142857	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_g3pg_e	0.1428571428571428	0.93	1	0.1328571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_glyc_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_h2o_e	0.1428571428571428	0.02	1	0.0028571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_h2s_e	0.1428571428571428	0.57	1	0.0814285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_indole_e	0.1428571428571428	1.0	1	0.1428571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_nh4_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Oxalobacter_formigenes_HOxBLS_	M_rib__D_e	0.1428571428571428	0.02	1	0.0028571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_anhgm_e	0.1428571428571428	1.0	1	0.1428571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_arg__L_e	0.1428571428571428	1.0	1	0.1428571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_fe3pyovd_kt_e	0.1428571428571428	0.11	1	0.0157142857142857	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_gal_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_glyald_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_glyc_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_h2o_e	0.1428571428571428	0.02	1	0.0028571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_h2s_e	0.1428571428571428	0.57	1	0.0814285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_nh4_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Pseudoflavonifractor_capillosus_ATCC_29799_	M_rib__D_e	0.1428571428571428	0.02	1	0.0028571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_etoh_e	0.1428571428571428	0.03	1	0.0042857142857142	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_fe2_e	0.1428571428571428	0.48	1	0.0685714285714285	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_fe3pyovd_kt_e	0.1428571428571428	0.11	1	0.0157142857142857	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_glyald_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_glyc_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_h2o_e	0.1428571428571428	0.02	1	0.0028571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_h2s_e	0.1428571428571428	0.57	1	0.0814285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_istfrnA_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Roseburia_intestinalis_L1_82_	M_nh4_e	0.1428571428571428	0.01	1	0.0014285714285714	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_callidus_ATCC_27760_	M_fe2_e	0.7142857142857143	0.48	1	0.3428571428571428	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_callidus_ATCC_27760_	M_fe3pyovd_kt_e	0.7142857142857143	0.11	1	0.0785714285714285	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_callidus_ATCC_27760_	M_glyc3p_e	0.7142857142857143	0.01	1	0.0071428571428571	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_callidus_ATCC_27760_	M_h2o_e	0.7142857142857143	0.02	1	0.0142857142857142	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_callidus_ATCC_27760_	M_h2s_e	0.7142857142857143	0.57	1	0.4071428571428571	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_callidus_ATCC_27760_	M_nh4_e	0.7142857142857143	0.01	1	0.0071428571428571	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_champanellensis_18P13_JCM_17042_type_strain_18P13_	M_2obut_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_champanellensis_18P13_JCM_17042_type_strain_18P13_	M_fe3pyovd_kt_e	1.0	0.11	1	0.11	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_champanellensis_18P13_JCM_17042_type_strain_18P13_	M_h2o_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_obesi_	Ruminococcus_champanellensis_18P13_JCM_17042_type_strain_18P13_	M_nh4_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Helicobacter_winghamensis_ATCC_BAA_430_	M_acald_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Helicobacter_winghamensis_ATCC_BAA_430_	M_fe2_e	1.0	0.94	1	0.94	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Helicobacter_winghamensis_ATCC_BAA_430_	M_h2s_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Helicobacter_winghamensis_ATCC_BAA_430_	M_leu__L_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Helicobacter_winghamensis_ATCC_BAA_430_	M_nh4_e	1.0	0.03	1	0.03	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Helicobacter_winghamensis_ATCC_BAA_430_	M_o2_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_acald_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_bz_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe2_e	1.0	0.94	1	0.94	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glyc_e	1.0	0.18	1	0.18	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h2s_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_nh4_e	1.0	0.03	1	0.03	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Ruminococcus_callidus_ATCC_27760_	M_acald_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Ruminococcus_callidus_ATCC_27760_	M_fe2_e	1.0	0.94	1	0.94	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Ruminococcus_callidus_ATCC_27760_	M_h2s_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Alistipes_timonensis_JC136_DSM_25383_	Ruminococcus_callidus_ATCC_27760_	M_nh4_e	1.0	0.03	1	0.03	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_acald_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_ala__D_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_chol_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_fe2_e	1.0	0.8	1	0.8	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_fe3_e	1.0	0.19	1	0.19	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_glyald_e	1.0	0.39	1	0.39	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_glyc_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_h2o_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_h2s_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_h_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_istfrnB_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Alistipes_obesi_	M_o2_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_acald_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_chol_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_etoh_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe2_e	1.0	0.8	1	0.8	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe3_e	1.0	0.19	1	0.19	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glyald_e	1.0	0.39	1	0.39	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glyc_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_gua_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h2o_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h2s_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_istfrnB_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_acald_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_chol_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_fe2_e	1.0	0.8	1	0.8	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_fe3_e	1.0	0.19	1	0.19	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_glyb_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_h2o_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_h2s_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Bacillus_humi_DSM_16318_	Ruminococcus_callidus_ATCC_27760_	M_h_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_acald_e	1.0	0.32	1	0.32	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_bz_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe2_e	1.0	0.09	1	0.09	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe3_e	1.0	0.8	1	0.8	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_fe3pyovd_kt_e	1.0	0.04	1	0.04	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_glcur_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h2s_e	1.0	0.87	1	0.87	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_h_e	1.0	0.14	1	0.14	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_lys__L_e	1.0	0.01	1	0.01	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_met__D_e	1.0	0.04	1	0.04	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_nh4_e	1.0	0.89	1	0.89	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_pi_e	1.0	1.0	1	1.0	894.SL822.lane3.NoIndex.L003
all	minimal	Helicobacter_winghamensis_ATCC_BAA_430_	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	M_thym_e	1.0	0.02	1	0.02	894.SL822.lane3.NoIndex.L003
all	minimal	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	Alistipes_obesi_	M_actn__R_e	0.3636363636363636	0.03	1	0.0109090909090909	894.SL822.lane3.NoIndex.L003
all	minimal	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	Alistipes_obesi_	M_ala__D_e	0.3636363636363636	0.04	1	0.0145454545454545	894.SL822.lane3.NoIndex.L003
all	minimal	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	Alistipes_obesi_	M_alaala_e	0.3636363636363636	0.02	1	0.0072727272727272	894.SL822.lane3.NoIndex.L003
all	minimal	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	Alistipes_obesi_	M_fe2_e	0.3636363636363636	0.71	1	0.2581818181818182	894.SL822.lane3.NoIndex.L003
all	minimal	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	Alistipes_obesi_	M_fe3_e	0.3636363636363636	0.5	1	0.1818181818181818	894.SL822.lane3.NoIndex.L003
all	minimal	Odoribacter_splanchnicus_DSM_20712_DSM_220712_	Alistipes_obesi_	M_glyald_e	0.3636363636363636	0.58	1	0.2109090909090909	894.SL822.lane3.NoIndex.L003
