Unnamed: 0	community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
29	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_glu__L_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
30	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_gthrd_e	0.1428571428571428	0.68	1	0.0971428571428571	662.M18
31	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_gua_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
32	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_h2o_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
33	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_h2s_e	0.1428571428571428	0.05	1	0.0071428571428571	662.M18
34	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_h_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
35	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_indole_e	0.1428571428571428	0.04	1	0.0057142857142857	662.M18
36	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_met__D_e	0.1428571428571428	0.05	1	0.0071428571428571	662.M18
37	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_met__L_e	0.1428571428571428	0.05	1	0.0071428571428571	662.M18
38	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_pi_e	0.1428571428571428	0.02	1	0.0028571428571428	662.M18
39	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_s_e	0.1428571428571428	0.06	1	0.0085714285714285	662.M18
40	all	minimal	Colwellia_aestuarii_KCTC_12480_	Colwellia_psychrerythraea_GAB14E_	M_ura_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
41	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_LalaDgluMdapDala_e	0.2857142857142857	0.04	1	0.0114285714285714	662.M18
42	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_LalaDgluMdap_e	0.2857142857142857	0.03	1	0.0085714285714285	662.M18
43	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_acald_e	0.2857142857142857	0.03	1	0.0085714285714285	662.M18
44	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_anhgm_e	0.2857142857142857	0.03	1	0.0085714285714285	662.M18
45	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_bz_e	0.2857142857142857	1.0	1	0.2857142857142857	662.M18
46	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_fe2_e	0.2857142857142857	0.99	1	0.2828571428571428	662.M18
47	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_glu__L_e	0.2857142857142857	0.01	1	0.0028571428571428	662.M18
48	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_h2o_e	0.2857142857142857	0.01	1	0.0028571428571428	662.M18
49	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_h2s_e	0.2857142857142857	0.05	1	0.0142857142857142	662.M18
50	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_h_e	0.2857142857142857	0.01	1	0.0028571428571428	662.M18
51	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_indole_e	0.2857142857142857	0.04	1	0.0114285714285714	662.M18
52	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_pi_e	0.2857142857142857	0.02	1	0.0057142857142857	662.M18
53	all	minimal	Colwellia_aestuarii_KCTC_12480_	Pelagicola_litorisediminis_CECT_8287_	M_s_e	0.2857142857142857	0.06	1	0.0171428571428571	662.M18
54	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_LalaDgluMdap_e	0.5714285714285714	0.03	1	0.0171428571428571	662.M18
55	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_acald_e	0.5714285714285714	0.03	1	0.0171428571428571	662.M18
56	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_ala__D_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
57	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_cgly_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
58	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_cys__L_e	0.5714285714285714	0.02	1	0.0114285714285714	662.M18
59	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_fe2_e	0.5714285714285714	0.99	1	0.5657142857142857	662.M18
60	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_glu__L_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
61	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_gthrd_e	0.5714285714285714	0.68	1	0.3885714285714285	662.M18
62	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_gua_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
63	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_h2o_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
64	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_h2s_e	0.5714285714285714	0.05	1	0.0285714285714285	662.M18
65	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_h_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
66	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_indole_e	0.5714285714285714	0.04	1	0.0228571428571428	662.M18
67	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_istfrnA_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
68	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_met__D_e	0.5714285714285714	0.05	1	0.0285714285714285	662.M18
69	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_phe__L_e	0.5714285714285714	0.06	1	0.0342857142857142	662.M18
70	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_pi_e	0.5714285714285714	0.02	1	0.0114285714285714	662.M18
71	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_s_e	0.5714285714285714	0.06	1	0.0342857142857142	662.M18
72	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_trp__L_e	0.5714285714285714	0.12	1	0.0685714285714285	662.M18
73	all	minimal	Colwellia_aestuarii_KCTC_12480_	Photobacterium_swingsii_CAIM_1393_	M_ura_e	0.5714285714285714	0.01	1	0.0057142857142857	662.M18
74	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_acald_e	0.1428571428571428	0.03	1	0.0042857142857142	662.M18
75	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_ala__D_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
76	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_cgly_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
77	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_cys__L_e	0.1428571428571428	0.02	1	0.0028571428571428	662.M18
78	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_fe2_e	0.1428571428571428	0.99	1	0.1414285714285714	662.M18
79	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_glu__L_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
80	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_gthrd_e	0.1428571428571428	0.68	1	0.0971428571428571	662.M18
81	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_h2o_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
82	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_h2s_e	0.1428571428571428	0.05	1	0.0071428571428571	662.M18
83	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_h_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
84	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_indole_e	0.1428571428571428	0.04	1	0.0057142857142857	662.M18
85	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_arcticus_273_4_	M_s_e	0.1428571428571428	0.06	1	0.0085714285714285	662.M18
86	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_LalaDgluMdapDala_e	0.1428571428571428	0.04	1	0.0057142857142857	662.M18
87	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_LalaDgluMdap_e	0.1428571428571428	0.03	1	0.0042857142857142	662.M18
88	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_acald_e	0.1428571428571428	0.03	1	0.0042857142857142	662.M18
89	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_ala__D_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
90	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_anhgm_e	0.1428571428571428	0.03	1	0.0042857142857142	662.M18
91	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_cgly_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
92	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_cys__L_e	0.1428571428571428	0.02	1	0.0028571428571428	662.M18
93	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_fe2_e	0.1428571428571428	0.99	1	0.1414285714285714	662.M18
94	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_glu__L_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
95	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_gthrd_e	0.1428571428571428	0.68	1	0.0971428571428571	662.M18
96	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_h2o_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
97	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_h2s_e	0.1428571428571428	0.05	1	0.0071428571428571	662.M18
98	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_h_e	0.1428571428571428	0.01	1	0.0014285714285714	662.M18
99	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_indole_e	0.1428571428571428	0.04	1	0.0057142857142857	662.M18
100	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_pi_e	0.1428571428571428	0.02	1	0.0028571428571428	662.M18
101	all	minimal	Colwellia_aestuarii_KCTC_12480_	Psychrobacter_pacificensis_DSM_23406_	M_s_e	0.1428571428571428	0.06	1	0.0085714285714285	662.M18
102	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_LalaDgluMdapDala_e	0.4285714285714285	0.04	1	0.0171428571428571	662.M18
103	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_LalaDgluMdap_e	0.4285714285714285	0.03	1	0.0128571428571428	662.M18
104	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_acald_e	0.4285714285714285	0.03	1	0.0128571428571428	662.M18
105	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_ala__D_e	0.4285714285714285	0.01	1	0.0042857142857142	662.M18
106	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_anhgm_e	0.4285714285714285	0.03	1	0.0128571428571428	662.M18
107	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_cgly_e	0.4285714285714285	0.01	1	0.0042857142857142	662.M18
108	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_cys__L_e	0.4285714285714285	0.02	1	0.0085714285714285	662.M18
109	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_fe2_e	0.4285714285714285	0.99	1	0.4242857142857142	662.M18
110	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_glu__L_e	0.4285714285714285	0.01	1	0.0042857142857142	662.M18
111	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_gthrd_e	0.4285714285714285	0.68	1	0.2914285714285714	662.M18
112	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_gua_e	0.4285714285714285	0.01	1	0.0042857142857142	662.M18
113	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_h2o_e	0.4285714285714285	0.01	1	0.0042857142857142	662.M18
114	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_h2s_e	0.4285714285714285	0.05	1	0.0214285714285714	662.M18
115	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_h_e	0.4285714285714285	0.01	1	0.0042857142857142	662.M18
116	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_indole_e	0.4285714285714285	0.04	1	0.0171428571428571	662.M18
117	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_met__L_e	0.4285714285714285	0.05	1	0.0214285714285714	662.M18
118	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_pi_e	0.4285714285714285	0.02	1	0.0085714285714285	662.M18
119	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_s_e	0.4285714285714285	0.06	1	0.0257142857142857	662.M18
120	all	minimal	Colwellia_aestuarii_KCTC_12480_	Shewanella_pealeana_ATCC_700345_	M_ura_e	0.4285714285714285	0.01	1	0.0042857142857142	662.M18
121	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_LalaDgluMdapDala_e	1.0	0.04	1	0.04	662.M18
122	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_LalaDgluMdap_e	1.0	0.03	1	0.03	662.M18
123	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_acald_e	1.0	0.03	1	0.03	662.M18
124	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_ala__D_e	1.0	0.01	1	0.01	662.M18
125	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_anhgm_e	1.0	0.03	1	0.03	662.M18
126	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_cgly_e	1.0	0.01	1	0.01	662.M18
127	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_cu2_e	1.0	1.0	1	1.0	662.M18
128	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_cys__L_e	1.0	0.02	1	0.02	662.M18
129	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_fe2_e	1.0	0.99	1	0.99	662.M18
130	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_glu__L_e	1.0	0.01	1	0.01	662.M18
131	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_gthrd_e	1.0	0.68	1	0.68	662.M18
132	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_gua_e	1.0	0.01	1	0.01	662.M18
133	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_h2o_e	1.0	0.01	1	0.01	662.M18
134	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_h2s_e	1.0	0.05	1	0.05	662.M18
135	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_h_e	1.0	0.01	1	0.01	662.M18
136	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_indole_e	1.0	0.04	1	0.04	662.M18
137	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_istfrnA_e	1.0	0.01	1	0.01	662.M18
138	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_met__L_e	1.0	0.05	1	0.05	662.M18
139	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_o2_e	1.0	1.0	1	1.0	662.M18
140	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_phe__L_e	1.0	0.06	1	0.06	662.M18
141	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_pi_e	1.0	0.02	1	0.02	662.M18
142	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_s_e	1.0	0.06	1	0.06	662.M18
143	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_trp__L_e	1.0	0.12	1	0.12	662.M18
144	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_tyr__L_e	1.0	0.04	1	0.04	662.M18
145	all	minimal	Colwellia_aestuarii_KCTC_12480_	Vibrio_tasmaniensis_LGP32_	M_ura_e	1.0	0.01	1	0.01	662.M18
146	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_agm_e	0.2	0.01	1	0.002	662.M18
147	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_anhgm_e	0.2	0.01	1	0.002	662.M18
148	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_arg__L_e	0.2	0.02	1	0.004	662.M18
149	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_cgly_e	0.2	0.08	1	0.016	662.M18
150	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_fe2_e	0.2	0.02	1	0.004	662.M18
151	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_fe3_e	0.2	0.1	1	0.02	662.M18
152	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_g3pg_e	0.2	0.82	1	0.164	662.M18
153	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_glu__L_e	0.2	0.03	1	0.006	662.M18
154	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_gthrd_e	0.2	0.78	1	0.156	662.M18
155	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_gua_e	0.2	0.04	1	0.008	662.M18
156	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_h2o_e	0.2	0.01	1	0.002	662.M18
157	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_h2s_e	0.2	0.02	1	0.004	662.M18
158	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_h_e	0.2	0.01	1	0.002	662.M18
159	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_istfrnA_e	0.2	0.88	1	0.176	662.M18
160	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_phe__L_e	0.2	0.01	1	0.002	662.M18
161	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_pi_e	0.2	0.06	1	0.012	662.M18
162	all	minimal	Colwellia_piezophila_ATCC_BAA_637_	Colwellia_aestuarii_KCTC_12480_	M_s_e	0.2	0.03	1	0.006	662.M18
