Unnamed: 0	community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
28	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Aerococcus_viridans_CCUG4311_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
29	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Aerococcus_viridans_CCUG4311_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
30	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Aerococcus_viridans_CCUG4311_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
31	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Aerococcus_viridans_CCUG4311_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
32	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Aerococcus_viridans_CCUG4311_	M_o2_e	0.0625	1.0	1	0.0625	2192.H06b.Nose.3063.lane6.NoIndex.L006
33	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Aerococcus_viridans_CCUG4311_	M_ppap_e	0.0625	0.24	1	0.015	2192.H06b.Nose.3063.lane6.NoIndex.L006
34	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Aerococcus_viridans_CCUG4311_	M_thm_e	0.0625	1.0	1	0.0625	2192.H06b.Nose.3063.lane6.NoIndex.L006
35	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
36	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
37	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
38	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
39	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
40	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_lac__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
41	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_nac_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
42	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_o2_e	0.0625	1.0	1	0.0625	2192.H06b.Nose.3063.lane6.NoIndex.L006
43	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_ppap_e	0.0625	0.24	1	0.015	2192.H06b.Nose.3063.lane6.NoIndex.L006
44	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Anaerococcus_prevotii_DSM_20548_	M_thm_e	0.0625	1.0	1	0.0625	2192.H06b.Nose.3063.lane6.NoIndex.L006
45	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_LalaDgluMdapDala_e	0.0625	0.03	1	0.001875	2192.H06b.Nose.3063.lane6.NoIndex.L006
46	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
47	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
48	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_cgly_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
49	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
50	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_glu__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
51	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_gthrd_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
52	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
53	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_lac__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
54	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_lys__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
55	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Arthrobacter_agilis_4041_	M_meoh_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
56	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_acac_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
57	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
58	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_ala__D_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
59	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
60	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
61	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
62	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_lys__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
63	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_s_e	0.0625	0.02	1	0.00125	2192.H06b.Nose.3063.lane6.NoIndex.L006
64	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brachybacterium_massiliense_mt5_	M_tre6p_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
65	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_cgly_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
66	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
67	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
68	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_glu__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
69	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_gthrd_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
70	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
71	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_lac__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
72	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_linens_SMQ_1335_	M_lys__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
73	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
74	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
75	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_cgly_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
76	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_etoh_e	0.0625	0.02	1	0.00125	2192.H06b.Nose.3063.lane6.NoIndex.L006
77	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
78	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
79	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_glu__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
80	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_gthrd_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
81	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
82	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_lac__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
83	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_leu__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
84	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_lys__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
85	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_ser__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
86	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_tre6p_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
87	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Brevibacterium_sandarakinum_DSM_22082_	M_val__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
88	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
89	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
90	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
91	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
92	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
93	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_lys__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
94	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_ppap_e	0.0625	0.24	1	0.015	2192.H06b.Nose.3063.lane6.NoIndex.L006
95	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_aurimucosum_1237_CAUR_	M_s_e	0.0625	0.02	1	0.00125	2192.H06b.Nose.3063.lane6.NoIndex.L006
96	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_acac_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
97	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
98	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_ala__D_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
99	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
100	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
101	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
102	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
103	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_lac__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
104	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_ppap_e	0.0625	0.24	1	0.015	2192.H06b.Nose.3063.lane6.NoIndex.L006
105	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Corynebacterium_fournierii_Marseille_P2948_	M_s_e	0.0625	0.02	1	0.00125	2192.H06b.Nose.3063.lane6.NoIndex.L006
106	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_acald_e	1.0	0.01	1	0.01	2192.H06b.Nose.3063.lane6.NoIndex.L006
107	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_cgly_e	1.0	0.01	1	0.01	2192.H06b.Nose.3063.lane6.NoIndex.L006
108	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_fe2_e	1.0	0.95	1	0.95	2192.H06b.Nose.3063.lane6.NoIndex.L006
109	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_fe3pyovd_kt_e	1.0	0.07	1	0.07	2192.H06b.Nose.3063.lane6.NoIndex.L006
110	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_glu__L_e	1.0	0.01	1	0.01	2192.H06b.Nose.3063.lane6.NoIndex.L006
111	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_gthrd_e	1.0	0.07	1	0.07	2192.H06b.Nose.3063.lane6.NoIndex.L006
112	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_h2s_e	1.0	0.65	1	0.65	2192.H06b.Nose.3063.lane6.NoIndex.L006
113	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_lac__L_e	1.0	0.01	1	0.01	2192.H06b.Nose.3063.lane6.NoIndex.L006
114	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_lys__L_e	1.0	0.01	1	0.01	2192.H06b.Nose.3063.lane6.NoIndex.L006
115	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Jeotgalicoccus_halophilus_CGMCC_1_8911_	M_ppap_e	1.0	0.24	1	0.24	2192.H06b.Nose.3063.lane6.NoIndex.L006
116	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_LalaDgluMdapDala_e	0.0625	0.03	1	0.001875	2192.H06b.Nose.3063.lane6.NoIndex.L006
117	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_ac_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
118	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
119	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
120	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_cgly_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
121	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
122	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_fe3pyovd_kt_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
123	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_glu__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
124	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_gthrd_e	0.0625	0.07	1	0.004375	2192.H06b.Nose.3063.lane6.NoIndex.L006
125	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_h2s_e	0.0625	0.65	1	0.040625	2192.H06b.Nose.3063.lane6.NoIndex.L006
126	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_lys__L_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
127	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_meoh_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
128	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kocuria_palustris_MU14_1_	M_nac_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
129	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kytococcus_sedentarius_DSM_20547_	M_acac_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
130	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kytococcus_sedentarius_DSM_20547_	M_acald_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
131	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kytococcus_sedentarius_DSM_20547_	M_anhgm_e	0.0625	0.01	1	0.000625	2192.H06b.Nose.3063.lane6.NoIndex.L006
132	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kytococcus_sedentarius_DSM_20547_	M_etoh_e	0.0625	0.02	1	0.00125	2192.H06b.Nose.3063.lane6.NoIndex.L006
133	all	minimal	Acinetobacter_harbinensis_HITLi_7_	Kytococcus_sedentarius_DSM_20547_	M_fe2_e	0.0625	0.95	1	0.059375	2192.H06b.Nose.3063.lane6.NoIndex.L006
