Unnamed: 0	community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
16	all	minimal	Acinetobacter_johnsonii_XBB1_	Brevibacterium_sandarakinum_DSM_22082_	M_tre6p_e	0.25	0.28	1	0.07	2192.H06b.Nose.3177.lane6.NoIndex.L006
17	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_acald_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
18	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_alaala_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
19	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_etoh_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
20	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fald_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
21	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe2_e	0.25	0.94	1	0.235	2192.H06b.Nose.3177.lane6.NoIndex.L006
22	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe3_e	0.25	0.06	1	0.015	2192.H06b.Nose.3177.lane6.NoIndex.L006
23	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_glyc_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
24	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_gua_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
25	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_h2s_e	0.25	0.3	1	0.075	2192.H06b.Nose.3177.lane6.NoIndex.L006
26	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_leu__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
27	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_meoh_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
28	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_nh4_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
29	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_orn_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
30	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_pi_e	0.25	0.04	1	0.01	2192.H06b.Nose.3177.lane6.NoIndex.L006
31	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_ppap_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
32	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_s_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
33	all	minimal	Acinetobacter_johnsonii_XBB1_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_so3_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
34	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_LalaDgluMdapDala_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
35	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_acald_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
36	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_alaala_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
37	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_anhgm_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
38	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_cgly_e	0.25	0.45	1	0.1125	2192.H06b.Nose.3177.lane6.NoIndex.L006
39	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_fe2_e	0.25	0.94	1	0.235	2192.H06b.Nose.3177.lane6.NoIndex.L006
40	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_fe3_e	0.25	0.06	1	0.015	2192.H06b.Nose.3177.lane6.NoIndex.L006
41	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_glyc_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
42	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_h2s_e	0.25	0.3	1	0.075	2192.H06b.Nose.3177.lane6.NoIndex.L006
43	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_meoh_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
44	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_nac_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
45	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_nh4_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
46	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_palustris_MU14_1_	M_orn_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
47	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_LalaDgluMdapDala_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
48	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_acald_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
49	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_anhgm_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
50	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_fe2_e	0.25	0.94	1	0.235	2192.H06b.Nose.3177.lane6.NoIndex.L006
51	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_fe3_e	0.25	0.06	1	0.015	2192.H06b.Nose.3177.lane6.NoIndex.L006
52	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_glyc_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
53	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_h2s_e	0.25	0.3	1	0.075	2192.H06b.Nose.3177.lane6.NoIndex.L006
54	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_meoh_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
55	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_nh4_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
56	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_orn_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
57	all	minimal	Acinetobacter_johnsonii_XBB1_	Kocuria_salsicia_G1_	M_pi_e	0.25	0.04	1	0.01	2192.H06b.Nose.3177.lane6.NoIndex.L006
58	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_arg__L_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
59	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_cgly_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
60	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_chol_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
61	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_fe2_e	0.25	0.53	1	0.1325	2192.H06b.Nose.3177.lane6.NoIndex.L006
62	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_fe3_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
63	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_fe3pyovd_kt_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
64	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_glu__L_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
65	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_glyc3p_e	0.25	0.18	1	0.045	2192.H06b.Nose.3177.lane6.NoIndex.L006
66	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_glyc_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
67	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_gsn_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
68	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_gthrd_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
69	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_h2s_e	0.25	0.14	1	0.035	2192.H06b.Nose.3177.lane6.NoIndex.L006
70	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_h_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
71	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_ile__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
72	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_ins_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
73	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_lac__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
74	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_leu__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
75	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_lys__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
76	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_orn_e	0.25	0.49	1	0.1225	2192.H06b.Nose.3177.lane6.NoIndex.L006
77	all	minimal	Arthrobacter_agilis_4041_	Brevibacterium_sandarakinum_DSM_22082_	M_pi_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
78	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_arg__L_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
79	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_asp__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
80	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe2_e	0.25	0.53	1	0.1325	2192.H06b.Nose.3177.lane6.NoIndex.L006
81	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe3_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
82	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe3pyovd_kt_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
83	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_glc__D_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
84	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_glyb_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
85	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_glyc_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
86	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_h2s_e	0.25	0.14	1	0.035	2192.H06b.Nose.3177.lane6.NoIndex.L006
87	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_h_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
88	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_leu__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
89	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_lys__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
90	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_orn_e	0.25	0.49	1	0.1225	2192.H06b.Nose.3177.lane6.NoIndex.L006
91	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_pi_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
92	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_so3_e	0.25	0.78	1	0.195	2192.H06b.Nose.3177.lane6.NoIndex.L006
93	all	minimal	Arthrobacter_agilis_4041_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_ura_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
94	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_LalaDgluMdapDala_e	0.25	0.03	1	0.0075	2192.H06b.Nose.3177.lane6.NoIndex.L006
95	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_arg__L_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
96	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_cgly_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
97	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_chol_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
98	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_fe2_e	0.25	0.53	1	0.1325	2192.H06b.Nose.3177.lane6.NoIndex.L006
99	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_fe3_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
100	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_fe3pyovd_kt_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
101	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_glu__L_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
102	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_glyb_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
103	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_glyc_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
104	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_gsn_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
105	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_gthrd_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
106	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_h2s_e	0.25	0.14	1	0.035	2192.H06b.Nose.3177.lane6.NoIndex.L006
107	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_h_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
108	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_ins_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
109	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_lys__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
110	all	minimal	Arthrobacter_agilis_4041_	Kocuria_palustris_MU14_1_	M_orn_e	0.25	0.49	1	0.1225	2192.H06b.Nose.3177.lane6.NoIndex.L006
111	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_LalaDgluMdapDala_e	0.25	0.03	1	0.0075	2192.H06b.Nose.3177.lane6.NoIndex.L006
112	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_arg__L_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
113	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_fe2_e	0.25	0.53	1	0.1325	2192.H06b.Nose.3177.lane6.NoIndex.L006
114	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_fe3_e	0.25	0.46	1	0.115	2192.H06b.Nose.3177.lane6.NoIndex.L006
115	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_fe3pyovd_kt_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
116	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_glyc_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
117	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_h2s_e	0.25	0.14	1	0.035	2192.H06b.Nose.3177.lane6.NoIndex.L006
118	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_h_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
119	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_lys__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
120	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_orn_e	0.25	0.49	1	0.1225	2192.H06b.Nose.3177.lane6.NoIndex.L006
121	all	minimal	Arthrobacter_agilis_4041_	Kocuria_salsicia_G1_	M_pi_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
122	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_arg__L_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
123	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_cgly_e	0.25	0.28	1	0.07	2192.H06b.Nose.3177.lane6.NoIndex.L006
124	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_fe2_e	0.25	0.32	1	0.08	2192.H06b.Nose.3177.lane6.NoIndex.L006
125	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_fe3pyovd_kt_e	0.25	0.69	1	0.1725	2192.H06b.Nose.3177.lane6.NoIndex.L006
126	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_gal_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
127	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_glu__L_e	0.25	0.05	1	0.0125	2192.H06b.Nose.3177.lane6.NoIndex.L006
128	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_glyald_e	0.25	0.14	1	0.035	2192.H06b.Nose.3177.lane6.NoIndex.L006
129	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_glyc3p_e	0.25	0.1	1	0.025	2192.H06b.Nose.3177.lane6.NoIndex.L006
130	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_glyc_e	0.25	0.03	1	0.0075	2192.H06b.Nose.3177.lane6.NoIndex.L006
131	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_gthrd_e	0.25	0.05	1	0.0125	2192.H06b.Nose.3177.lane6.NoIndex.L006
132	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_h2s_e	0.25	0.37	1	0.0925	2192.H06b.Nose.3177.lane6.NoIndex.L006
133	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_istfrnA_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
134	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_orn_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
135	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_pi_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
136	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_rib__D_e	0.25	0.05	1	0.0125	2192.H06b.Nose.3177.lane6.NoIndex.L006
137	all	minimal	Brachybacterium_massiliense_mt5_	Brevibacterium_sandarakinum_DSM_22082_	M_ser__L_e	0.25	0.01	1	0.0025	2192.H06b.Nose.3177.lane6.NoIndex.L006
138	all	minimal	Brachybacterium_massiliense_mt5_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_arg__L_e	0.25	0.02	1	0.005	2192.H06b.Nose.3177.lane6.NoIndex.L006
139	all	minimal	Brachybacterium_massiliense_mt5_	Janthinobacterium_agaricidamnosum_NBRC_102515_DSM_9628_	M_fe2_e	0.25	0.32	1	0.08	2192.H06b.Nose.3177.lane6.NoIndex.L006
