community	medium	receiver	donor	compound	scs	mus	mps	smetana	sample
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_aurimucosum_1237_CAUR_	M_thr__L_e	0.25	0.01	1	0.0025	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_aurimucosum_1237_CAUR_	M_ura_e	0.25	0.01	1	0.0025	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_fournierii_Marseille_P2948_	M_acald_e	0.25	0.04	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_fournierii_Marseille_P2948_	M_fe2_e	0.25	0.09	1	0.0225	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_fournierii_Marseille_P2948_	M_h2o_e	0.25	0.01	1	0.0025	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_fournierii_Marseille_P2948_	M_h2s_e	0.25	0.12	1	0.03	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_fournierii_Marseille_P2948_	M_nh4_e	0.25	0.01	1	0.0025	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Corynebacterium_fournierii_Marseille_P2948_	M_pi_e	0.25	0.03	1	0.0075	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_acald_e	1.0	0.04	1	0.04	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_fe2_e	1.0	0.09	1	0.09	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_glc__D_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_glyc_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_h2o_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_h2s_e	1.0	0.12	1	0.12	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_h_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_mal__L_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Ileibacterium_valens_NYU_BL_A3_	M_nh4_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_acald_e	1.0	0.04	1	0.04	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_anhgm_e	1.0	0.02	1	0.02	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_fe2_e	1.0	0.09	1	0.09	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_g3pe_e	1.0	0.97	1	0.97	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_glyc_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_h2o_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_h2s_e	1.0	0.12	1	0.12	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_indole_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_lys__L_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_nac_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_nh4_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Megasphaera_cerevisiae_DSM_20462_	M_pi_e	1.0	0.03	1	0.03	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_acald_e	1.0	0.04	1	0.04	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_anhgm_e	1.0	0.02	1	0.02	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_cys__L_e	1.0	0.12	1	0.12	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_etoh_e	1.0	0.02	1	0.02	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_fe2_e	1.0	0.09	1	0.09	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_for_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_glc__D_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_glyc_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_h2o_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_h2s_e	1.0	0.12	1	0.12	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_h_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_mal__L_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_nh4_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_o2_e	1.0	1.0	1	1.0	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_pi_e	1.0	0.03	1	0.03	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_thm_e	1.0	0.14	1	0.14	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Acinetobacter_bohemicus_ANC_3994_	Romboutsia_timonensis_Marseille_P326_	M_ura_e	1.0	0.01	1	0.01	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_cys__L_e	0.3636363636363636	0.01	1	0.0036363636363636	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_etoh_e	0.3636363636363636	0.01	1	0.0036363636363636	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_fe2_e	0.3636363636363636	0.52	1	0.1890909090909091	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_fe3pyovd_kt_e	0.3636363636363636	0.48	1	0.1745454545454545	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_h2s_e	0.3636363636363636	0.25	1	0.0909090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_indole_e	0.3636363636363636	0.01	1	0.0036363636363636	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_lys__L_e	0.3636363636363636	0.01	1	0.0036363636363636	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_thr__L_e	0.3636363636363636	1.0	1	0.3636363636363636	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Acinetobacter_bohemicus_ANC_3994_	M_tyr__L_e	0.3636363636363636	0.01	1	0.0036363636363636	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Brachybacterium_massiliense_mt5_	M_fe2_e	0.4090909090909091	0.52	1	0.2127272727272727	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Brachybacterium_massiliense_mt5_	M_fe3pyovd_kt_e	0.4090909090909091	0.48	1	0.1963636363636363	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Brachybacterium_massiliense_mt5_	M_h2s_e	0.4090909090909091	0.25	1	0.1022727272727272	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Brachybacterium_massiliense_mt5_	M_lys__L_e	0.4090909090909091	0.01	1	0.004090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Brachybacterium_massiliense_mt5_	M_orn_e	0.4090909090909091	0.01	1	0.004090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Brachybacterium_massiliense_mt5_	M_thr__L_e	0.4090909090909091	1.0	1	0.4090909090909091	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_aurimucosum_1237_CAUR_	M_fe2_e	0.1363636363636363	0.52	1	0.0709090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_aurimucosum_1237_CAUR_	M_fe3pyovd_kt_e	0.1363636363636363	0.48	1	0.0654545454545454	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_aurimucosum_1237_CAUR_	M_h2s_e	0.1363636363636363	0.25	1	0.034090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_aurimucosum_1237_CAUR_	M_lys__L_e	0.1363636363636363	0.01	1	0.0013636363636363	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_aurimucosum_1237_CAUR_	M_orn_e	0.1363636363636363	0.01	1	0.0013636363636363	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_aurimucosum_1237_CAUR_	M_thr__L_e	0.1363636363636363	1.0	1	0.1363636363636363	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_fournierii_Marseille_P2948_	M_fe2_e	0.3636363636363636	0.52	1	0.1890909090909091	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_fournierii_Marseille_P2948_	M_fe3pyovd_kt_e	0.3636363636363636	0.48	1	0.1745454545454545	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Corynebacterium_fournierii_Marseille_P2948_	M_h2s_e	0.3636363636363636	0.25	1	0.0909090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Dubosiella_newyorkensis_NYU_BL_A4_	M_cys__L_e	0.1363636363636363	0.01	1	0.0013636363636363	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Dubosiella_newyorkensis_NYU_BL_A4_	M_fe2_e	0.1363636363636363	0.52	1	0.0709090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Dubosiella_newyorkensis_NYU_BL_A4_	M_fe3pyovd_kt_e	0.1363636363636363	0.48	1	0.0654545454545454	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Dubosiella_newyorkensis_NYU_BL_A4_	M_h2s_e	0.1363636363636363	0.25	1	0.034090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Ileibacterium_valens_NYU_BL_A3_	M_fe2_e	0.1818181818181818	0.52	1	0.0945454545454545	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Ileibacterium_valens_NYU_BL_A3_	M_fe3pyovd_kt_e	0.1818181818181818	0.48	1	0.0872727272727272	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Ileibacterium_valens_NYU_BL_A3_	M_h2s_e	0.1818181818181818	0.25	1	0.0454545454545454	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Megasphaera_cerevisiae_DSM_20462_	M_fe2_e	0.1818181818181818	0.52	1	0.0945454545454545	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Megasphaera_cerevisiae_DSM_20462_	M_fe3pyovd_kt_e	0.1818181818181818	0.48	1	0.0872727272727272	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Megasphaera_cerevisiae_DSM_20462_	M_h2s_e	0.1818181818181818	0.25	1	0.0454545454545454	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Megasphaera_cerevisiae_DSM_20462_	M_indole_e	0.1818181818181818	0.01	1	0.0018181818181818	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Megasphaera_cerevisiae_DSM_20462_	M_lys__L_e	0.1818181818181818	0.01	1	0.0018181818181818	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Megasphaera_cerevisiae_DSM_20462_	M_orn_e	0.1818181818181818	0.01	1	0.0018181818181818	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Mycoplasma_wenyonii_str_Massachusetts_	M_fe2_e	0.1363636363636363	0.52	1	0.0709090909090909	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Mycoplasma_wenyonii_str_Massachusetts_	M_fe3pyovd_kt_e	0.1363636363636363	0.48	1	0.0654545454545454	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Romboutsia_timonensis_Marseille_P326_	M_asp__L_e	0.9545454545454546	0.01	1	0.0095454545454545	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Romboutsia_timonensis_Marseille_P326_	M_cys__L_e	0.9545454545454546	0.01	1	0.0095454545454545	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Romboutsia_timonensis_Marseille_P326_	M_etoh_e	0.9545454545454546	0.01	1	0.0095454545454545	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Romboutsia_timonensis_Marseille_P326_	M_fe2_e	0.9545454545454546	0.52	1	0.4963636363636364	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Romboutsia_timonensis_Marseille_P326_	M_fe3pyovd_kt_e	0.9545454545454546	0.48	1	0.4581818181818182	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Romboutsia_timonensis_Marseille_P326_	M_h2s_e	0.9545454545454546	0.25	1	0.2386363636363636	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Akkermansia_muciniphila_ATCC_BAA_835_	Romboutsia_timonensis_Marseille_P326_	M_o2_e	0.9545454545454546	1.0	1	0.9545454545454546	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Brachybacterium_massiliense_mt5_	Acinetobacter_bohemicus_ANC_3994_	M_ala__D_e	0.2105263157894736	0.01	1	0.0021052631578947	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Brachybacterium_massiliense_mt5_	Acinetobacter_bohemicus_ANC_3994_	M_cys__L_e	0.2105263157894736	0.82	1	0.1726315789473684	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Brachybacterium_massiliense_mt5_	Acinetobacter_bohemicus_ANC_3994_	M_fe2_e	0.2105263157894736	0.09	1	0.0189473684210526	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Brachybacterium_massiliense_mt5_	Acinetobacter_bohemicus_ANC_3994_	M_fe3_e	0.2105263157894736	0.03	1	0.0063157894736842	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Brachybacterium_massiliense_mt5_	Acinetobacter_bohemicus_ANC_3994_	M_glyc3p_e	0.2105263157894736	0.95	1	0.1999999999999999	2192.H03a.Hand.1258.lane5.NoIndex.L005
all	minimal	Brachybacterium_massiliense_mt5_	Acinetobacter_bohemicus_ANC_3994_	M_glyc_e	0.2105263157894736	0.02	1	0.0042105263157894	2192.H03a.Hand.1258.lane5.NoIndex.L005
