WP_077973022.1	STM_v1_0.STM2546	43.1	255	145	0	6	260	4	258	6.3e-58	221.5
WP_077973022.1	iPC815.YPO2899	41.9	258	150	0	6	263	4	261	1.8e-57	219.9
WP_077973022.1	iJN1463.PP_0838	44.6	260	139	2	6	260	4	263	3.4e-56	215.7
WP_077973022.1	iAF987.Gmet_0697	42.3	260	139	3	6	259	1	255	7.2e-54	208.0
WP_077973323.1	iJN1463.PP_3829	56.4	204	89	0	11	214	10	213	3.4e-60	228.8
WP_077990206.1	iML1515.b3248	32.1	184	109	4	6	184	4	176	9.3e-14	74.3
WP_077990206.1	iJN1463.PP_0936	29.8	191	128	3	5	195	3	187	1.6e-13	73.6
WP_077990208.1	iYO844.BSU25660	35.9	276	167	6	13	284	7	276	1.9e-39	160.2
WP_077990208.1	iSynCJ816.SGL_RS17415	31.9	285	187	3	1	280	1	283	2.3e-37	153.3
WP_077990208.1	iAF692.Mbar_A0923	36.7	267	157	5	13	272	7	268	1.9e-36	150.2
WP_077990208.1	iYS854.USA300HOU_RS08505	31.7	252	163	2	13	264	5	247	8.1e-35	144.8
WP_077990209.1	iYO844.BSU29060	32.6	193	123	2	2	189	3	193	5.9e-21	98.2
WP_077990209.1	iCN718.ABAYE_RS17145	31.2	189	124	3	3	188	4	189	2.9e-20	95.9
WP_077990209.1	iJN1463.PP_0631	33.3	189	120	3	3	188	10	195	8.6e-20	94.4
WP_077990216.1	iJN1463.PP_1088	68.0	400	128	0	6	405	3	402	3.3e-159	558.5
WP_077990217.1	iCHOv1.100766004	40.5	200	119	0	28	227	17	216	1.1e-34	144.1
WP_077990218.1	iYS854.USA300HOU_RS12475	41.2	306	172	6	9	314	4	301	7.5e-56	214.9
WP_077990218.1	iYS854.USA300HOU_RS04605	36.3	317	195	6	9	324	4	314	1.6e-50	197.2
WP_077990220.1	iYO844.BSU24160	57.4	284	121	0	2	285	3	286	3.8e-88	322.0
WP_077990220.1	iAF987.Gmet_1717	55.2	281	126	0	1	281	1	281	1.9e-84	309.7
WP_077990220.1	iAF987.Gmet_2072	53.0	281	132	0	1	281	1	281	1.8e-82	303.1
WP_077990221.1	iCN718.ABAYE_RS03570	46.0	187	86	6	3	180	4	184	8.4e-33	137.5
WP_077990221.1	STM_v1_0.STM2050	44.8	163	89	1	7	168	3	165	1.8e-30	129.8
WP_077990226.1	iAF987.Gmet_0209	55.4	448	199	1	9	456	5	451	1.1e-137	487.3
WP_077990226.1	iJN1463.PP_0184	54.8	458	206	1	7	464	10	466	1.9e-137	486.5
WP_077990226.1	iCN718.ABAYE_RS17470	53.8	465	210	3	3	463	9	472	1.3e-135	480.3
WP_077990229.1	iJN1463.PP_5227	48.4	411	207	3	1	411	1	406	3.0e-102	369.4
WP_077990229.1	iCN718.ABAYE_RS04825	47.6	410	211	3	8	417	7	412	5.1e-102	368.6
WP_077990236.1	iAF987.Gmet_1558	65.5	307	103	2	14	320	4	307	6.0e-111	397.9
WP_077990236.1	iAF692.Mbar_A2422	65.2	310	104	3	12	320	2	308	3.1e-107	385.6
WP_077990236.1	iSynCJ816.SGL_RS06370	61.6	310	119	0	14	323	3	312	1.9e-104	376.3
WP_077990236.1	iEK1008.Rv2334	61.8	306	114	2	14	319	3	305	3.2e-104	375.6
WP_077990239.1	iJN1463.PP_3461	32.6	129	85	2	100	226	102	230	7.8e-14	75.9
WP_077990244.1	iMM904.YML059C	26.1	134	87	2	14	135	942	1075	3.5e-05	45.4
WP_077990245.1	iAF987.Gmet_0069	35.5	121	75	2	4	121	3	123	2.5e-15	79.7
WP_077990247.1	iPC815.YPO1060	50.5	315	152	3	3	314	4	317	2.8e-84	309.3
WP_077990247.1	iML1515.b0185	49.0	314	158	1	3	314	4	317	2.6e-82	302.8
WP_077990247.1	iSDY_1059.SDY_0201	49.0	314	158	1	3	314	4	317	2.6e-82	302.8
WP_077990247.1	iSF_1195.SF0175	49.0	314	158	1	3	314	4	317	2.6e-82	302.8
WP_077990247.1	iSSON_1240.SSON_0197	49.0	314	158	1	3	314	4	317	3.4e-82	302.4
WP_077990247.1	STM_v1_0.STM0232	49.2	315	156	3	3	314	4	317	4.4e-82	302.0
WP_077990247.1	iYO844.BSU29200	48.9	311	158	1	5	315	5	314	3.7e-81	298.9
WP_077990247.1	iYL1228.KPN_00198	48.1	314	161	1	3	314	4	317	3.7e-81	298.9
WP_077990247.1	iSbBS512_1146.SbBS512_E0178	48.7	314	159	1	3	314	4	317	3.7e-81	298.9
WP_077990247.1	iJN1463.PP_1607	45.5	312	169	1	3	314	4	314	7.0e-80	294.7
WP_077990247.1	iYS854.USA300HOU_RS09015	45.8	310	167	1	5	314	2	310	5.6e-77	285.0
WP_077990247.1	iAF987.Gmet_1216	52.0	271	128	1	5	275	7	275	9.5e-77	284.3
WP_077990251.1	iJN1463.PP_5078	46.7	362	183	5	4	364	2	354	1.6e-75	280.4
WP_077990251.1	iAF987.Gmet_0978	44.1	345	185	3	4	347	2	339	5.7e-73	271.9
WP_077990251.1	iCN718.ABAYE_RS02015	41.7	357	196	5	4	358	2	348	1.4e-71	267.3
WP_077990251.1	iLB1027_lipid.PHATRDRAFT_20809	41.7	336	189	5	13	345	68	399	2.7e-70	263.1
WP_077990251.1	iML1515.b3389	43.2	359	196	5	4	361	2	353	5.9e-70	261.9
WP_077990251.1	iSF_1195.SF3407	43.2	359	196	5	4	361	2	353	5.9e-70	261.9
WP_077990251.1	iSSON_1240.SSON_3520	43.2	359	196	5	4	361	2	353	5.9e-70	261.9
WP_077990251.1	iSDY_1059.SDY_3690	42.9	359	197	5	4	361	2	353	2.2e-69	260.0
WP_077990251.1	iSbBS512_1146.SbBS512_E3766	43.2	359	196	5	4	361	2	353	2.9e-69	259.6
WP_077990251.1	iCN900.CD630_18330	42.1	347	187	5	8	351	7	342	3.8e-69	259.2
WP_077990251.1	STM_v1_0.STM3486	42.7	363	194	6	4	362	2	354	8.5e-69	258.1
WP_077990251.1	iYL1228.KPN_03760	41.7	360	200	5	4	361	2	353	4.2e-68	255.8
WP_077990251.1	iSynCJ816.SGL_RS09600	39.1	366	208	4	5	364	4	360	1.2e-67	254.2
WP_077990253.1	iHN637.CLJU_RS05525	36.5	222	137	1	27	244	43	264	9.2e-33	138.7
WP_077990253.1	iJN1463.PP_4803	33.2	238	159	0	8	245	9	246	3.9e-31	133.3
WP_077990253.1	STM_v1_0.STM0863	35.1	239	141	5	15	239	11	249	9.6e-30	128.6
WP_077990253.1	iYL1228.KPN_00871	34.0	244	148	4	9	239	6	249	2.1e-29	127.5
WP_077990257.1	iCN718.ABAYE_RS17455	39.9	301	178	2	3	301	4	303	6.0e-55	211.8
WP_077990257.1	iSynCJ816.SGL_RS07710	40.2	311	180	3	3	308	10	319	7.3e-53	204.9
WP_077990257.1	iAF987.Gmet_3234	39.3	300	178	3	2	299	5	302	5.2e-51	198.7
WP_077990257.1	iAT_PLT_636.3145	41.7	271	153	2	3	268	21	291	1.2e-50	197.6
WP_077990257.1	iMM1415.15288	39.7	267	156	2	3	264	21	287	8.4e-49	191.4
WP_077990259.1	iCN900.CD630_19800	27.8	180	128	1	5	184	8	185	9.2e-22	101.3
WP_077990261.1	iAF987.Gmet_1899	44.1	213	119	0	9	221	7	219	8.1e-50	194.5
WP_077990261.1	iYO844.BSU08830	47.4	213	106	2	9	221	5	211	9.0e-49	191.0
WP_077990261.1	iJN1463.PP_0209	48.2	193	100	0	27	219	28	220	1.2e-48	190.7
WP_077990261.1	iYL1228.KPN_00312	47.4	194	102	0	28	221	16	209	4.5e-48	188.7
WP_077990261.1	iCN900.CD630_23610	42.3	213	122	1	9	221	3	214	2.5e-46	183.0
WP_077990261.1	iSynCJ816.SGL_RS05565	43.9	214	119	1	9	222	3	215	2.5e-46	183.0
WP_077990261.1	iML1515.b0366	42.5	214	118	1	8	221	1	209	1.6e-45	180.3
WP_077990261.1	iSSON_1240.SSON_0344	42.5	214	118	1	8	221	1	209	1.6e-45	180.3
WP_077990261.1	iSbBS512_1146.SbBS512_E0279	42.5	214	118	1	8	221	1	209	3.5e-45	179.1
WP_077990261.1	iSynCJ816.SGL_RS06580	43.5	216	119	2	5	218	15	229	4.6e-45	178.7
WP_077990261.1	iSF_1195.SF0252	42.1	214	119	1	8	221	1	209	1.0e-44	177.6
WP_077990261.1	iSynCJ816.SGL_RS16585	42.9	212	118	2	9	218	24	234	1.0e-44	177.6
WP_077990261.1	iSDY_1059.SDY_0504	42.1	214	119	1	8	221	1	209	1.3e-44	177.2
WP_077990262.1	iCN718.ABAYE_RS19045	32.2	149	96	4	42	186	49	196	2.9e-05	47.0
WP_077990262.1	iSynCJ816.SGL_RS05575	26.4	201	123	8	47	236	65	251	2.9e-05	47.0
WP_077990265.1	iCN900.CD630_33080	50.4	236	116	1	2	237	3	237	1.9e-61	233.0
WP_077990266.1	iPC815.YPO0945	39.8	211	103	5	7	211	2	194	2.0e-33	139.8
WP_077990266.1	iCN900.CD630_33080	40.0	210	110	4	6	213	250	445	7.4e-33	137.9
WP_077990266.1	iSSON_1240.SSON_3108	41.0	210	102	5	7	211	2	194	1.4e-31	133.7
WP_077990266.1	iSbBS512_1146.SbBS512_E3386	41.0	210	102	5	7	211	2	194	4.1e-31	132.1
WP_077990266.1	iSF_1195.SF2945	41.0	210	102	5	7	211	2	194	4.1e-31	132.1
WP_077990266.1	STM_v1_0.STM3103	39.8	211	103	5	7	211	2	194	1.5e-30	130.2
WP_077990266.1	iSDY_1059.SDY_3118	39.5	210	105	4	7	211	2	194	3.4e-30	129.0
WP_077990266.1	iML1515.b2954	40.0	210	104	5	7	211	2	194	1.0e-29	127.5
WP_077990266.1	iYL1228.KPN_03388	38.4	211	106	5	7	211	2	194	1.3e-29	127.1
WP_077990268.1	iYL1228.KPN_03389	36.2	384	223	7	4	382	6	372	1.2e-60	231.1
WP_077990268.1	iYO844.BSU25500	34.8	379	230	7	8	381	5	371	1.3e-59	227.6
WP_077990268.1	iPC815.YPO0946	35.7	384	225	7	4	382	6	372	1.7e-59	227.3
WP_077990268.1	iAF987.Gmet_3535	36.1	396	224	10	1	383	1	380	6.4e-59	225.3
WP_077990268.1	iCN900.CD630_24640	31.2	397	244	7	6	384	3	388	7.8e-57	218.4
WP_077990268.1	iCN718.ABAYE_RS16805	34.4	389	231	8	4	384	10	382	3.6e-54	209.5
WP_077990269.1	iSSON_1240.SSON_4079	47.8	314	163	1	1	313	2	315	9.2e-75	277.7
WP_077990269.1	iYO844.BSU22090	46.8	310	164	1	5	313	3	312	4.6e-74	275.4
WP_077990269.1	iML1515.b3909	48.1	310	160	1	5	313	3	312	4.6e-74	275.4
WP_077990269.1	iSF_1195.SF3986	48.1	310	160	1	5	313	3	312	4.6e-74	275.4
WP_077990269.1	iSDY_1059.SDY_3837	47.6	315	163	2	1	313	2	316	3.0e-73	272.7
WP_077990269.1	iSbBS512_1146.SbBS512_E4389	53.5	256	118	1	5	259	3	258	9.5e-72	267.7
WP_077990273.1	STM_v1_0.STM0163	48.6	329	165	4	1	327	1	327	8.1e-79	291.2
WP_077990273.1	iAF987.Gmet_3404	45.4	326	176	2	3	327	5	329	2.7e-74	276.2
WP_077990275.1	iMM1415.73724	53.4	131	59	2	5	134	48	177	1.6e-33	139.4
WP_077990275.1	iCHOv1.100763022	52.6	133	61	2	3	134	50	181	2.1e-33	139.0
WP_077990280.1	iYO844.BSU39780	33.6	307	192	6	1	301	1	301	4.9e-44	175.6
WP_077990283.1	iAF987.Gmet_0203	50.5	285	140	1	15	299	7	290	1.9e-79	293.1
WP_077990283.1	iJN1463.PP_5289	50.0	290	145	0	10	299	6	295	2.5e-79	292.7
WP_077990283.1	iCN718.ABAYE_RS14570	51.9	285	136	1	15	299	11	294	1.5e-76	283.5
WP_077990283.1	iLJ478.TM1784	48.9	282	132	2	18	299	8	277	1.5e-71	266.9
WP_077990286.1	iEK1008.Rv0684	23.3	494	246	12	4	378	9	488	1.5e-22	105.1
WP_077990286.1	iSynCJ816.SGL_RS10930	24.6	492	241	12	2	378	4	480	5.7e-22	103.2
WP_077990286.1	iSynCJ816.SGL_RS17200	39.0	159	89	2	1	156	1	154	4.8e-21	100.1
WP_077990289.1	iPC815.YPO1041	58.4	279	107	4	4	281	1	271	3.1e-63	239.2
WP_077990289.1	iYL1228.KPN_00179	57.7	279	109	4	4	281	1	271	3.2e-60	229.2
WP_077990289.1	iSDY_1059.SDY_0182	58.1	279	108	4	4	281	1	271	4.2e-60	228.8
WP_077990289.1	iSbBS512_1146.SbBS512_E0158	58.1	279	108	4	4	281	1	271	5.5e-60	228.4
WP_077990289.1	iML1515.b0166	58.1	279	108	4	4	281	1	271	9.4e-60	227.6
WP_077990289.1	iSF_1195.SF0156	58.1	279	108	4	4	281	1	271	9.4e-60	227.6
WP_077990289.1	iSSON_1240.SSON_0178	58.1	279	108	4	4	281	1	271	9.4e-60	227.6
WP_077990289.1	STM_v1_0.STM0213	57.3	279	110	4	4	281	1	271	1.6e-59	226.9
WP_077990289.1	iCN718.ABAYE_RS05125	56.0	282	109	5	4	281	1	271	2.3e-58	223.0
WP_077990290.1	iAM_Pb448.PBANKA_071570	46.5	144	76	1	134	276	188	331	4.8e-32	135.6
WP_077990290.1	iAM_Pc455.PCYB_052680	47.5	141	73	1	134	273	189	329	1.2e-30	131.0
WP_077990290.1	iAM_Pf480.PF3D7_0413700	47.5	139	72	1	134	271	180	318	5.9e-30	128.6
WP_077990290.1	iAM_Pv461.PVX_089645	45.4	141	76	1	134	273	214	354	7.7e-30	128.3
WP_077990293.1	iSbBS512_1146.SbBS512_E0599	32.1	592	344	10	5	588	8	549	2.3e-74	277.3
WP_077990293.1	iSSON_1240.SSON_0604	32.1	592	344	10	5	588	8	549	3.1e-74	276.9
WP_077990293.1	iML1515.b0650	31.9	592	345	10	5	588	8	549	6.8e-74	275.8
WP_077990293.1	STM_v1_0.STM0659	30.8	590	354	8	5	588	8	549	2.6e-73	273.9
WP_077990295.1	iCN718.ABAYE_RS03915	42.5	391	209	5	2	390	1	377	5.7e-79	292.0
WP_077990295.1	iPC815.YPO3053	39.2	385	217	6	8	390	6	375	2.3e-72	270.0
WP_077990295.1	iYL1228.KPN_02805	39.6	381	213	6	8	386	6	371	3.0e-72	269.6
WP_077990295.1	iJN1463.PP_1525	40.2	386	213	7	4	385	7	378	4.4e-71	265.8
WP_077990297.1	iJN1463.PP_2703	41.3	431	245	4	4	431	5	430	6.9e-78	288.5
WP_077990299.1	iSynCJ816.SGL_RS17805	40.1	372	215	5	28	392	31	401	6.1e-73	271.9
WP_077990300.1	iSynCJ816.SGL_RS17805	39.9	388	225	4	3	383	15	401	5.8e-76	282.0
WP_077990304.1	iSynCJ816.SGL_RS17805	39.2	365	216	2	16	374	26	390	5.6e-71	265.4
WP_077990305.1	iML1515.b0819	35.0	163	77	8	82	233	87	231	1.5e-15	80.5
WP_077990305.1	STM_v1_0.STM0837	35.6	163	76	8	82	233	87	231	3.5e-15	79.3
WP_077990305.1	iML1515.b1990	37.7	138	77	5	102	235	98	230	4.5e-15	79.0
WP_077990308.1	iYL1228.KPN_01799	53.6	222	103	0	4	225	4	225	1.4e-66	250.0
WP_077990315.1	iHN637.CLJU_RS10530	42.7	471	250	5	15	483	15	467	2.5e-89	326.6
WP_077990315.1	iHN637.CLJU_RS02325	38.6	469	269	5	15	483	15	464	3.3e-81	299.7
WP_077990318.1	iAF987.Gmet_2349	36.4	557	351	3	29	584	16	570	5.6e-102	369.0
WP_077990320.1	iJN1463.PP_0072	29.8	188	124	3	18	205	16	195	2.1e-13	73.9
WP_077990326.1	iJN1463.PP_0980	38.3	350	195	8	116	452	137	478	3.6e-56	216.5
WP_077990326.1	iSynCJ816.SGL_RS09430	35.0	363	223	6	112	463	130	490	3.6e-56	216.5
WP_077990326.1	iSbBS512_1146.SbBS512_E2898	36.3	350	209	8	123	460	78	425	2.2e-53	207.2
WP_077990326.1	iSDY_1059.SDY_2719	36.0	350	210	8	123	460	107	454	6.3e-53	205.7
WP_077990326.1	iSSON_1240.SSON_2605	36.0	350	210	8	123	460	107	454	6.3e-53	205.7
WP_077990326.1	iML1515.b2523	36.0	350	210	8	123	460	78	425	1.4e-52	204.5
WP_077990326.1	iSF_1195.SF2570	36.0	350	210	8	123	460	78	425	1.4e-52	204.5
WP_077990326.1	STM_v1_0.STM2536	37.0	335	197	8	138	460	93	425	2.4e-52	203.8
WP_077990326.1	iYL1228.KPN_02855	34.9	350	214	7	123	460	78	425	6.9e-52	202.2
WP_077990326.1	iPC815.YPO2889	36.4	335	202	6	136	460	93	426	1.2e-51	201.4
WP_077990327.1	iYL1228.KPN_04352	51.5	309	147	3	23	330	12	318	4.0e-86	315.5
WP_077990327.1	iPC815.YPO3758	51.8	309	146	3	23	330	10	316	2.0e-85	313.2
WP_077990327.1	iEK1008.Rv1092c	51.0	312	143	3	23	331	8	312	1.7e-84	310.1
WP_077990327.1	iSF_1195.SF4052	51.1	309	148	3	23	330	2	308	2.2e-84	309.7
WP_077990327.1	iML1515.b3974	51.1	309	148	3	23	330	10	316	3.8e-84	308.9
WP_077990327.1	iSSON_1240.SSON_4147	51.1	309	148	3	23	330	10	316	3.8e-84	308.9
WP_077990327.1	STM_v1_0.STM4139	50.8	309	149	3	23	330	10	316	4.9e-84	308.5
WP_077990327.1	iSDY_1059.SDY_3754	51.1	309	148	3	23	330	10	316	4.9e-84	308.5
WP_077990327.1	iSbBS512_1146.SbBS512_E4462	51.1	309	148	3	23	330	10	316	8.4e-84	307.8
WP_077990327.1	iYO844.BSU23760	50.8	309	149	2	25	331	12	319	7.3e-80	294.7
WP_077990330.1	iYS854.USA300HOU_RS14510	44.9	89	49	0	4	92	105	193	7.8e-15	77.0
WP_077990330.1	iAF987.Gmet_0390	44.1	102	57	0	3	104	5	106	2.3e-14	75.5
WP_077990330.1	iML1515.b2026	43.7	87	49	0	6	92	115	201	5.6e-13	70.9
WP_077990330.1	iYL1228.KPN_02482	44.8	87	48	0	6	92	111	197	9.5e-13	70.1
WP_077990332.1	iAF987.Gmet_0389	69.8	255	74	1	3	257	2	253	1.8e-97	352.8
WP_077990332.1	iJN1463.PP_0293	68.8	256	80	0	1	256	1	256	4.0e-97	351.7
WP_077990333.1	iAF987.Gmet_0388	56.3	238	104	0	1	238	1	238	3.1e-70	262.3
WP_077990333.1	iJN1463.PP_0292	52.7	241	113	1	1	240	1	241	1.6e-66	250.0
WP_077990333.1	iCN718.ABAYE_RS01765	51.2	242	115	3	1	241	1	240	2.5e-64	242.7
WP_077990335.1	iAF987.Gmet_0387	41.8	213	109	5	3	211	4	205	6.3e-40	161.4
WP_077990335.1	iAF692.Mbar_A3476	38.8	214	113	6	2	213	3	200	3.1e-39	159.1
WP_077990335.1	iCN718.ABAYE_RS01780	40.1	217	110	7	2	214	3	203	3.5e-38	155.6
WP_077990335.1	iYO844.BSU34890	37.7	212	117	5	3	211	2	201	2.5e-36	149.4
WP_077990336.1	iSynCJ816.SGL_RS15395	50.0	194	97	0	3	196	17	210	3.2e-54	208.8
WP_077990336.1	iCN718.ABAYE_RS01785	52.1	194	93	0	3	196	4	197	4.1e-54	208.4
WP_077990336.1	iHN637.CLJU_RS05735	47.9	194	100	1	3	196	2	194	3.3e-51	198.7
WP_077990336.1	iJN1463.PP_0289	50.5	194	96	0	3	196	17	210	9.5e-51	197.2
WP_077990336.1	iAF987.Gmet_0386	50.0	196	97	1	1	196	1	195	2.8e-50	195.7
WP_077990336.1	iCN900.CD630_15500	49.5	190	93	1	7	196	6	192	4.7e-50	194.9
WP_077990336.1	iNF517.LLMG_RS06560	48.5	198	98	2	3	196	2	199	1.1e-49	193.7
WP_077990336.1	iYO844.BSU34900	47.9	194	100	1	3	196	2	194	2.0e-48	189.5
WP_077990347.1	STM_v1_0.STM0047	37.9	145	82	4	13	152	16	157	9.3e-20	94.0
WP_077990368.1	iSynCJ816.SGL_RS02940	22.0	341	205	10	186	497	11	319	2.7e-04	44.3
WP_077990375.1	iSbBS512_1146.SbBS512_E4050	30.1	229	142	6	3	230	6	217	1.2e-21	101.3
WP_077990375.1	iSSON_1240.SSON_3782	30.1	229	142	6	3	230	6	217	1.2e-21	101.3
WP_077990375.1	iYS854.USA300HOU_RS01340	28.3	251	150	7	6	248	5	233	2.4e-19	93.6
WP_077990377.1	iMM904.YBR161W	29.2	144	90	4	8	145	62	199	1.3e-09	61.2
WP_077990379.1	iSbBS512_1146.SbBS512_E4050	27.0	211	141	6	4	211	8	208	9.9e-18	88.2
WP_077990379.1	iSSON_1240.SSON_3782	27.0	211	141	6	4	211	8	208	9.9e-18	88.2
WP_077990387.1	iAF987.Gmet_0043	29.5	244	165	3	574	811	24	266	1.9e-23	108.6
WP_077990390.1	iMM1415.331026	29.9	221	146	6	6	220	3	220	1.5e-18	90.5
WP_077990390.1	iCHOv1.100760573	29.9	221	146	6	6	220	3	220	2.6e-18	89.7
WP_077990394.1	iML1515.b3781	55.6	99	44	0	4	102	6	104	5.0e-30	127.5
WP_077990394.1	STM_v1_0.STM3915	55.6	99	44	0	4	102	6	104	5.0e-30	127.5
WP_077990394.1	iSbBS512_1146.SbBS512_E4140	55.6	99	44	0	4	102	6	104	5.0e-30	127.5
WP_077990394.1	iSDY_1059.SDY_3968	55.6	99	44	0	4	102	24	122	5.0e-30	127.5
WP_077990394.1	iSF_1195.SF3854	55.6	99	44	0	4	102	24	122	5.0e-30	127.5
WP_077990394.1	iSSON_1240.SSON_3952	55.6	99	44	0	4	102	24	122	5.0e-30	127.5
WP_077990394.1	iYL1228.KPN_04282	55.6	99	44	0	4	102	6	104	1.9e-29	125.6
WP_077990394.1	iPC815.YPO3868	52.5	99	47	0	4	102	6	104	4.7e-28	120.9
WP_077990394.1	iJN1463.PP_5215	55.7	97	43	0	6	102	9	105	1.4e-27	119.4
WP_077990398.1	iEK1008.Rv0684	28.2	475	303	10	6	449	9	476	5.0e-46	183.0
